Title,Publication Year,Journal Name,DOI
Simulation of the strategic evolution process and interactions between stakeholders in water trading and carbon trading,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128787
Accuracy of methods for simulating daily water surface evaporation evaluated by the eddy covariance measurement at boreal flux sites,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128776
Two-dimensional convolutional neural network outperforms other machine learning architectures for water depth surrogate modeling,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128812
Effects of stand age and structure on root distribution and root water uptake in fast-growing poplar plantations,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128831
Incorporating non-stationarity from climate change into rainfall frequency and intensity-duration-frequency (IDF) curves,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128757
An analytic operating rule for reservoirs under the Budyko “supply–demand” framework,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128788
Mapping of snow water equivalent by a deep-learning model assimilating snow observations,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128835
Evaluation of statistical models: Perspective of water quality load estimation,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128721
Integrating eco-evolutionary optimality principle and land processes for evapotranspiration estimation,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128855
Response of groundwater quality to river-aquifer interactions during managed aquifer recharge: A reactive transport modeling analysis,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128847
On non-Darcian flow behavior in a rough-walled fracture filled with a porous medium,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128778
Impact of surface and underground water uses on streamflow in the upper-middle of the Weihe River basin using a modified WetSpa model,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128840
A zero-inflated spatiotemporal analysis for snowpack variations and influence of environmental factors in the Northern Hemisphere,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128760
Mechanisms of bar adjustments in the Jingjiang Reach of the Yangtze River in response to the operation of the Three Gorges Dam,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128802
Evaluating the impact of climate change on future bioretention performance across the contiguous United States,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128771
The impacts of climatic and land surface characteristics on the storm-flood relationship in a tropical monsoon basin of Thailand,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128809
The coupling effects of the matrix thickness and Peclet number on the late time transport tailing in the fracture-matrix systems,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128829
"Linear, nonlinear, parametric and nonparametric regression models for nonstationary flood frequency analysis",2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128772
C-N-P driven changes to phytoplankton community structure and gross primary productivity in river-fed reservoir ecosystems on the Chinese Loess Plateau,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128781
Uncertainty quantification in watershed hydrology: Which method to use?,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128749
Spatiotemporal deep learning rainfall-runoff forecasting combined with remote sensing precipitation products in large scale basins,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128727
"Reservoir volume forecasting using artificial intelligence-based models: Artificial Neural Networks, Support Vector Regression, and Long Short-Term Memory",2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128766
Variations in and factors controlling soil hydrological properties across different slope aspects in alpine meadows,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128756
Informing the SWAT model with remote sensing detected vegetation phenology for improved modeling of ecohydrological processes,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128817
A fine spatial resolution estimation scheme for large-scale gross primary productivity (GPP) in mountain ecosystems by integrating an eco-hydrological model with the combination of linear and non-linear downscaling processes,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128833
Simulation of floating debris in SPH shallow water flow model with tsunami application,2023,Advances in Water Resources,10.1016/j.advwatres.2022.104363
Mapping inland water bathymetry with Ground Penetrating Radar (GPR) on board Unmanned Aerial Systems (UASs),2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128789
Discharge prediction in partly vegetated channel flows: Adaptation of IDCM method with a curved interface and large-scale roughness elements,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128805
Improvement of low flows simulation in the SASER hydrological modeling chain,2023,Journal of Hydrology X,10.1016/j.hydroa.2022.100147
Contributions from climate variation and human activities to flow regime change of Tonle Sap Lake from 2001 to 2020,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128800
Influence of alpine vegetation on water storage and discharge functions in an alpine headwater of Northern Japan Alps,2023,Journal of Hydrology X,10.1016/j.hydroa.2022.100146
(Multi)wavelet-based Godunov-type simulators of flood inundation: Static versus dynamic adaptivity,2023,Advances in Water Resources,10.1016/j.advwatres.2022.104357
Modified flood potential index (MFPI) for flood monitoring in terrestrial water storage depletion basin using GRACE estimates,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128765
Development of a macroscale distributed hydro-modeling method: Bayesian principal-monotonicity inference,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128803
One-dimensional numerical model for unsteady solute transport in open channels under multi-point loading,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128830
A numerical investigation into the influence of the surfactant injection technique on the foam flow in heterogeneous porous media,2023,Advances in Water Resources,10.1016/j.advwatres.2022.104358
The impact of bimodal pore size distribution and wettability on relative permeability and capillary pressure in a microporous limestone with uncertainty quantification,2023,Advances in Water Resources,10.1016/j.advwatres.2022.104352
Analytical model for steady-state solute diffusion in non-isothermal fractured porous media,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128872
Local Embedded Discrete Fracture Model (LEDFM),2023,Advances in Water Resources,10.1016/j.advwatres.2022.104361
Intercomparison of global ERA reanalysis products for streamflow simulations at the high-resolution continental scale,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128624
The role of Renaissance dam in reducing hydrological extremes in the Upper Blue Nile Basin: Current and future climate scenarios,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128753
Improving the sediment and nutrient first-flush prediction and ranking its influencing factors: An integrated machine-learning framework,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128842
"Modeling the dynamic penetration depth of post-1950s water in unconfined aquifers using environmental tracers: Central Valley, California",2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128818
Characterisation of intertidal springs in a faulted multi-aquifer setting,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128457
"Three-dimensional hydraulic tomography analyses to investigate commingling issues of reproducibility, data density, and geological prior models",2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128785
Evaluation of water temperature under changing climate and its effect on river habitat in a regulated Alpine catchment,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128816
Modeling evaluation of physiochemical processes controlling gas migration in shallow groundwater systems,2023,Advances in Water Resources,10.1016/j.advwatres.2022.104362
Molecular diffusion and pore-scale mechanical dispersion controls on time-variant travel time distribution in hillslope aquifers,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128798
Analytical study of falling-head test in confined aquifer with consideration of non-instantaneous injection,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128834
Emergence of heavy tails in streamflow distributions: the role of spatial rainfall variability,2023,Advances in Water Resources,10.1016/j.advwatres.2022.104359
Effects of soil and water conservation measures on sediment delivery processes in a hilly and gully watershed,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128804
New strategy for evaluating the spatiotemporal distribution of groundwater resource quantity under seasonal freeze/thaw in mountainous areas,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128850
Stream gauge clustering and analysis for non-stationary time series through complex networks,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128773
Learning from arid and urban aquatic ecosystems to inform more sustainable and resilient futures,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128841
Predicting mine water inrush accidents based on water level anomalies of borehole groups using long short-term memory and isolation forest,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128813
Can evaporation from urban impervious surfaces be ignored?,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128582
Response of ecosystem gross primary productivity to drought in northern China based on multi-source remote sensing data,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128808
Improving structure identifiability of hydrological processes by temporal sensitivity with a flexible modeling framework,2023,Journal of Hydrology,10.1016/j.jhydrol.2022.128843
